order_id,customer_id,product_id,order_date,quantity,unit_price,total_amount,region,status
30980,3643,35,2023-09-01,5,172,860,Europe,returned
30981,118,2,2023-08-17,5,563,2815,North America,shipped
30982,2078,163,2024-04-22,3,16,48,North America,completed
30983,4526,167,2024-02-26,1,31,31,Latin America,completed
30984,3819,54,2023-02-10,1,223,223,Europe,completed
30985,4339,31,2023-04-16,2,1599,3198,Asia Pacific,completed
30986,1162,177,2023-07-05,5,35,175,Latin America,processing
30987,1644,95,2024-03-03,1,31,31,Asia Pacific,completed
30988,3927,13,2023-06-05,4,1163,4652,North America,shipped
30989,4415,175,2024-06-02,4,24,96,North America,processing
30990,2329,30,2023-10-10,2,961,1922,North America,completed
30991,1644,134,2023-09-21,3,33,99,Asia Pacific,returned
30992,2568,185,2023-11-29,5,20,100,Latin America,returned
30993,546,76,2024-02-29,4,168,672,North America,shipped
30994,251,142,2023-09-21,1,255,255,North America,completed
30995,4465,116,2023-07-14,4,209,836,Europe,processing
30996,3063,119,2024-05-20,2,138,276,Europe,completed
30997,1292,142,2024-10-28,4,255,1020,Europe,processing
30998,4827,150,2023-10-10,3,274,822,Asia Pacific,completed
30999,4547,16,2024-12-25,1,153,153,Latin America,completed
31000,4697,71,2023-01-24,4,78,312,Asia Pacific,returned
31001,4205,92,2024-02-17,4,102,408,North America,completed
31002,2549,174,2023-11-30,4,17,68,North America,returned
31003,4281,133,2024-11-11,1,245,245,Latin America,returned
31004,1145,139,2024-06-02,4,91,364,Latin America,completed
31005,869,169,2023-12-10,2,24,48,North America,processing
31006,4823,42,2023-11-13,1,129,129,Latin America,completed
31007,3213,95,2024-03-09,3,31,93,Asia Pacific,completed
31008,3332,136,2023-04-19,1,235,235,Latin America,completed
31009,3549,196,2023-08-08,1,31,31,Asia Pacific,completed
31010,4730,83,2023-02-17,1,290,290,Asia Pacific,processing
31011,4533,94,2024-10-20,1,258,258,North America,completed
31012,4536,175,2024-07-11,4,24,96,Latin America,completed
31013,606,190,2023-08-02,4,13,52,Europe,returned
31014,4080,188,2023-02-26,3,34,102,Europe,returned
31015,584,128,2023-04-05,4,77,308,Asia Pacific,returned
31016,3951,133,2024-10-03,5,245,1225,Europe,completed
31017,3916,114,2024-05-09,5,205,1025,North America,processing
31018,4270,179,2024-09-04,5,27,135,North America,shipped
31019,4098,66,2023-07-28,1,133,133,North America,shipped
31020,542,194,2024-04-26,4,13,52,Europe,completed
31021,1272,129,2024-01-19,1,69,69,North America,completed
31022,4930,186,2023-04-11,1,15,15,Asia Pacific,returned
31023,4385,179,2024-04-11,1,27,27,Asia Pacific,completed
31024,4712,116,2023-10-12,2,209,418,North America,completed
31025,673,174,2023-04-26,2,17,34,Europe,processing
31026,3173,187,2023-01-08,4,41,164,Europe,completed
31027,2615,99,2023-11-23,2,246,492,Europe,completed
31028,2940,80,2023-09-14,2,224,448,Asia Pacific,processing
31029,1188,141,2024-11-01,4,50,200,Europe,completed
31030,3353,185,2023-04-02,4,20,80,Asia Pacific,processing
31031,1501,42,2023-08-05,5,129,645,Latin America,processing
31032,2714,24,2023-06-29,1,240,240,Europe,processing
31033,1739,146,2024-05-09,1,34,34,Asia Pacific,returned
31034,1573,128,2023-04-28,5,77,385,Asia Pacific,shipped
31035,2201,98,2024-01-04,4,193,772,North America,completed
31036,4062,88,2024-02-08,1,245,245,Europe,completed
31037,2467,41,2023-09-15,3,249,747,Asia Pacific,completed
31038,4969,29,2024-05-26,5,959,4795,Latin America,completed
31039,4578,173,2024-07-06,3,43,129,Europe,shipped
31040,1156,112,2023-09-21,3,234,702,Europe,completed
31041,4276,155,2024-02-29,5,92,460,Latin America,completed
31042,2791,57,2023-05-10,2,242,484,Europe,processing
31043,1539,142,2023-01-21,5,255,1275,Europe,completed
31044,4389,185,2024-02-10,2,20,40,North America,completed
31045,4910,34,2023-01-05,2,921,1842,North America,shipped
31046,2204,170,2024-03-22,1,34,34,Europe,completed
31047,2111,160,2024-06-17,5,264,1320,Europe,completed
31048,3064,190,2023-03-24,4,13,52,Asia Pacific,shipped
31049,4417,190,2024-09-04,2,13,26,North America,processing
31050,378,98,2024-03-01,3,193,579,Asia Pacific,shipped
31051,4363,25,2024-02-13,4,1293,5172,Latin America,processing
31052,3149,12,2024-08-04,3,1988,5964,Asia Pacific,completed
31053,2758,150,2024-11-11,5,274,1370,Asia Pacific,completed
31054,4556,196,2023-12-23,3,31,93,Asia Pacific,shipped
31055,717,25,2024-11-30,4,1293,5172,Europe,processing
31056,988,39,2023-04-26,4,525,2100,Europe,returned
31057,504,24,2023-11-02,2,240,480,Europe,shipped
31058,1690,149,2024-08-07,4,156,624,North America,completed
31059,265,188,2023-04-14,3,34,102,North America,completed
31060,4285,41,2023-06-08,2,249,498,Asia Pacific,completed
31061,1867,45,2023-03-23,1,104,104,Latin America,returned
31062,3848,93,2023-05-31,5,194,970,Asia Pacific,completed
31063,3884,66,2023-07-16,3,133,399,Asia Pacific,completed
31064,4223,52,2023-11-25,1,126,126,Asia Pacific,completed
31065,3815,119,2024-08-10,4,138,552,Latin America,returned
31066,933,174,2024-02-16,1,17,17,Asia Pacific,processing
31067,1384,110,2023-12-26,2,215,430,Europe,completed
31068,37,3,2023-10-06,2,1953,3906,Europe,shipped
31069,985,8,2024-08-17,1,1697,1697,North America,completed
31070,3661,33,2024-04-30,4,649,2596,Europe,completed
31071,884,103,2024-05-09,2,167,334,Latin America,processing
31072,2377,126,2023-03-01,4,212,848,North America,returned
31073,1735,143,2023-05-31,5,17,85,North America,completed
31074,970,11,2024-10-31,3,505,1515,North America,completed
31075,3337,42,2023-03-16,4,129,516,North America,completed
31076,4256,138,2024-10-31,2,117,234,Asia Pacific,completed
31077,391,127,2023-05-22,5,147,735,Europe,completed
31078,4801,58,2023-12-13,3,71,213,Europe,processing
31079,4393,8,2024-07-08,4,1697,6788,Latin America,returned
31080,3609,99,2024-01-13,2,246,492,Asia Pacific,completed
31081,2902,200,2024-02-07,4,39,156,Asia Pacific,processing
31082,138,84,2024-06-08,2,268,536,Latin America,completed
31083,256,132,2023-02-01,3,91,273,Asia Pacific,returned
31084,70,151,2024-02-15,4,163,652,Asia Pacific,completed
31085,842,125,2023-11-20,3,106,318,North America,completed
31086,564,192,2023-02-14,3,10,30,North America,returned
31087,1833,124,2023-10-11,5,142,710,Latin America,shipped
31088,1572,98,2023-04-06,4,193,772,Asia Pacific,completed
31089,3968,92,2024-05-15,1,102,102,Latin America,completed
31090,368,140,2024-11-01,3,224,672,Latin America,completed
31091,1027,135,2023-07-15,5,209,1045,Europe,completed
31092,397,105,2024-03-16,2,90,180,Asia Pacific,completed
31093,2369,12,2024-11-06,5,1988,9940,Latin America,completed
31094,2497,4,2024-09-24,2,551,1102,Europe,completed
31095,621,128,2023-11-25,3,77,231,Latin America,completed
31096,444,24,2024-06-08,4,240,960,North America,completed
31097,4832,111,2024-08-27,5,264,1320,Asia Pacific,processing
31098,4448,145,2023-05-11,5,133,665,North America,processing
31099,4711,75,2024-06-16,3,146,438,Europe,completed
31100,3143,17,2024-07-18,4,935,3740,North America,returned
31101,1577,60,2024-10-04,4,207,828,Latin America,completed
31102,1777,39,2024-11-09,2,525,1050,Asia Pacific,returned
31103,4691,156,2023-04-14,5,294,1470,North America,processing
31104,3933,98,2023-11-08,1,193,193,Asia Pacific,completed
31105,332,54,2024-08-04,4,223,892,Latin America,completed
31106,2490,161,2023-04-30,4,15,60,Asia Pacific,shipped
31107,88,2,2023-08-19,5,563,2815,Asia Pacific,completed
31108,2785,80,2024-06-23,3,224,672,Asia Pacific,completed
31109,1758,69,2023-12-26,5,230,1150,North America,returned
31110,3371,10,2024-04-19,2,956,1912,Latin America,completed
31111,485,174,2024-01-13,2,17,34,Europe,completed
31112,2620,181,2024-12-02,5,36,180,Latin America,returned
31113,1603,121,2023-11-16,5,251,1255,Asia Pacific,completed
31114,4407,185,2024-08-09,3,20,60,Asia Pacific,completed
31115,4953,174,2024-01-31,5,17,85,North America,completed
31116,1551,183,2023-02-28,5,44,220,North America,completed
31117,731,186,2023-09-04,3,15,45,North America,completed
31118,2941,146,2024-02-09,5,34,170,North America,completed
31119,199,189,2023-09-15,1,23,23,North America,returned
31120,79,6,2024-11-29,1,532,532,North America,processing
31121,3193,47,2023-01-31,5,204,1020,Latin America,completed
31122,541,110,2023-01-25,1,215,215,Europe,shipped
31123,253,59,2024-05-15,5,296,1480,North America,completed
31124,176,20,2023-11-02,3,1418,4254,Latin America,completed
31125,1362,82,2024-11-10,1,266,266,Europe,completed
31126,544,89,2023-07-10,2,40,80,Latin America,completed
31127,536,122,2024-09-17,5,16,80,Latin America,completed
31128,1069,30,2023-05-31,2,961,1922,North America,shipped
31129,2182,142,2023-06-05,5,255,1275,Latin America,completed
31130,732,97,2023-12-30,2,84,168,Europe,processing
31131,2904,95,2024-08-28,1,31,31,Latin America,completed
31132,1399,29,2023-12-16,5,959,4795,Asia Pacific,completed
31133,4213,178,2023-07-27,3,15,45,North America,shipped
31134,3724,78,2024-10-20,5,123,615,Latin America,completed
31135,4782,11,2023-01-30,2,505,1010,North America,completed
31136,1827,27,2023-02-18,1,1969,1969,North America,returned
31137,1942,95,2024-10-25,4,31,124,Europe,completed
31138,1163,6,2023-10-31,2,532,1064,North America,completed
31139,386,76,2023-05-23,1,168,168,North America,returned
31140,943,103,2024-05-23,4,167,668,Asia Pacific,completed
31141,4932,25,2024-11-22,1,1293,1293,Latin America,returned
31142,2997,129,2024-09-06,3,69,207,Europe,completed
31143,1363,62,2024-05-08,2,52,104,Latin America,completed
31144,4065,98,2023-10-14,3,193,579,Europe,completed
31145,3294,132,2023-10-15,1,91,91,North America,completed
31146,4125,128,2023-10-16,4,77,308,Europe,completed
31147,4670,123,2023-02-17,1,71,71,Latin America,completed
31148,2415,37,2024-12-27,2,921,1842,Europe,completed
31149,4189,119,2024-01-03,5,138,690,Latin America,completed
31150,3563,70,2024-07-10,2,188,376,Europe,returned
31151,2124,109,2024-01-03,2,210,420,Latin America,completed
31152,1691,113,2024-09-23,5,223,1115,North America,completed
31153,4110,194,2024-04-18,5,13,65,Asia Pacific,completed
31154,4572,143,2024-07-28,5,17,85,North America,completed
31155,687,153,2024-01-09,4,277,1108,Europe,returned
31156,3957,112,2024-03-15,4,234,936,North America,processing
31157,4027,133,2023-05-30,4,245,980,Europe,processing
31158,3800,101,2023-05-01,4,84,336,Asia Pacific,completed
31159,1271,16,2023-05-29,1,153,153,Asia Pacific,completed
31160,721,80,2024-08-11,3,224,672,North America,completed
31161,2675,117,2023-07-13,3,159,477,Europe,returned
31162,1804,139,2023-08-10,3,91,273,North America,completed
31163,3951,60,2024-06-21,5,207,1035,Asia Pacific,returned
31164,1282,77,2023-12-18,1,124,124,Asia Pacific,completed
31165,2745,49,2024-01-26,5,100,500,Asia Pacific,completed
31166,2119,156,2023-12-25,4,294,1176,North America,completed
31167,795,54,2023-02-13,2,223,446,Europe,completed
31168,2333,167,2023-11-18,3,31,93,North America,returned
31169,4330,45,2023-08-07,1,104,104,Europe,completed
31170,3839,144,2023-08-01,2,91,182,North America,completed
31171,2397,15,2024-10-02,2,736,1472,Latin America,processing
31172,4981,77,2024-07-22,5,124,620,Europe,returned
31173,4392,140,2024-05-30,3,224,672,Europe,shipped
31174,713,196,2023-08-19,1,31,31,North America,completed
31175,869,174,2023-04-05,2,17,34,North America,completed
31176,3169,92,2023-05-27,5,102,510,Latin America,completed
31177,712,107,2024-01-27,3,124,372,Asia Pacific,completed
31178,3951,185,2023-12-27,2,20,40,North America,shipped
31179,223,54,2023-09-27,5,223,1115,Asia Pacific,completed
31180,4148,59,2023-03-15,4,296,1184,Asia Pacific,returned
31181,3300,14,2023-04-04,1,721,721,Europe,processing
31182,3049,26,2024-05-07,2,1038,2076,Europe,shipped
31183,4725,71,2024-01-16,4,78,312,North America,completed
31184,3143,187,2024-08-29,4,41,164,Europe,returned
31185,130,180,2024-06-09,1,15,15,Latin America,completed
31186,3386,105,2023-09-21,3,90,270,North America,completed
31187,857,98,2024-07-27,4,193,772,North America,processing
31188,1732,127,2023-08-14,1,147,147,North America,shipped
31189,4793,200,2023-04-11,1,39,39,North America,completed
31190,2983,31,2024-10-11,2,1599,3198,North America,completed
31191,172,24,2024-09-03,2,240,480,Latin America,completed
31192,1748,31,2024-02-10,2,1599,3198,Asia Pacific,completed
31193,2820,118,2024-02-03,4,237,948,Asia Pacific,completed
31194,4894,81,2024-06-24,1,21,21,Asia Pacific,completed
31195,3710,8,2024-02-10,4,1697,6788,North America,returned
31196,3709,50,2024-04-19,5,222,1110,North America,completed
31197,1474,82,2023-02-11,4,266,1064,North America,shipped
31198,2566,132,2023-12-31,3,91,273,Latin America,completed
31199,3998,73,2023-02-17,3,195,585,Latin America,completed
31200,3735,76,2023-04-13,3,168,504,Asia Pacific,returned
31201,177,42,2024-05-23,1,129,129,Asia Pacific,completed
31202,677,34,2024-07-21,4,921,3684,Latin America,processing
31203,443,121,2024-01-04,5,251,1255,Asia Pacific,completed
31204,4271,189,2023-02-14,3,23,69,North America,shipped
31205,3050,90,2023-08-07,5,292,1460,Asia Pacific,completed
31206,1389,103,2023-11-07,1,167,167,North America,processing
31207,1831,108,2024-08-31,5,125,625,Europe,completed
31208,1555,80,2023-02-02,1,224,224,Asia Pacific,returned
31209,4442,33,2023-05-01,3,649,1947,Latin America,returned
31210,4795,31,2023-03-31,4,1599,6396,Europe,shipped
31211,1475,134,2024-04-02,1,33,33,Asia Pacific,processing
31212,2283,87,2024-06-12,3,192,576,North America,processing
31213,2972,68,2024-05-15,4,155,620,Latin America,returned
31214,2337,192,2023-05-19,5,10,50,Europe,completed
31215,4458,185,2023-11-15,5,20,100,Asia Pacific,completed
31216,4781,162,2024-01-25,1,22,22,Latin America,completed
31217,2364,9,2023-12-05,4,1101,4404,Asia Pacific,shipped
31218,947,162,2024-10-17,5,22,110,Asia Pacific,completed
31219,3999,176,2024-07-30,2,9,18,Latin America,completed
31220,4324,18,2024-10-07,4,176,704,Europe,returned
31221,2897,117,2023-05-03,4,159,636,North America,processing
31222,3442,30,2023-01-03,3,961,2883,Asia Pacific,completed
31223,2473,108,2024-09-10,5,125,625,Latin America,completed
31224,298,197,2023-05-26,4,15,60,Latin America,completed
31225,4120,93,2023-05-24,1,194,194,Asia Pacific,completed
31226,4316,86,2023-11-21,5,170,850,North America,completed
31227,596,71,2023-03-04,5,78,390,Latin America,completed
31228,316,175,2024-04-29,2,24,48,Asia Pacific,completed
31229,2011,49,2023-02-02,2,100,200,Asia Pacific,completed
31230,2995,8,2023-06-25,1,1697,1697,Asia Pacific,returned
31231,425,166,2024-12-15,3,28,84,Europe,completed
31232,2250,181,2024-11-06,1,36,36,North America,completed
31233,1128,134,2023-06-18,1,33,33,Latin America,completed
31234,4185,13,2024-08-06,4,1163,4652,Europe,completed
31235,3025,116,2024-07-05,1,209,209,Asia Pacific,completed
31236,172,74,2023-06-23,4,244,976,Europe,returned
31237,941,167,2023-01-25,2,31,62,North America,shipped
31238,1629,157,2024-07-17,2,271,542,Latin America,processing
31239,3932,37,2023-03-13,4,921,3684,Asia Pacific,completed
31240,1099,13,2023-01-21,3,1163,3489,Latin America,completed
31241,3307,92,2023-05-23,3,102,306,Latin America,returned
31242,2994,51,2023-10-26,1,154,154,Latin America,processing
31243,3137,185,2024-10-25,4,20,80,Asia Pacific,shipped
31244,3922,135,2023-06-12,2,209,418,North America,completed
31245,2496,111,2023-10-25,1,264,264,North America,completed
31246,2196,133,2023-12-31,1,245,245,Europe,returned
31247,3993,142,2024-09-12,4,255,1020,Asia Pacific,completed
31248,824,42,2023-12-26,4,129,516,North America,completed
31249,2886,91,2024-08-10,5,298,1490,Europe,completed
31250,16,98,2024-07-26,3,193,579,North America,processing
31251,3300,25,2024-03-09,1,1293,1293,North America,completed
31252,3203,125,2023-07-10,4,106,424,Latin America,completed
31253,3443,124,2023-09-30,1,142,142,North America,processing
31254,1671,6,2023-10-12,4,532,2128,Asia Pacific,returned
31255,664,1,2023-01-18,4,50,200,North America,completed
31256,2666,72,2024-06-13,4,200,800,Asia Pacific,processing
31257,649,89,2023-01-17,2,40,80,Europe,completed
31258,4325,156,2024-04-14,1,294,294,Latin America,completed
31259,1501,55,2023-11-23,5,115,575,Asia Pacific,shipped
31260,3350,47,2024-07-20,3,204,612,Europe,completed
31261,557,109,2023-06-12,1,210,210,Asia Pacific,returned
31262,3956,200,2024-08-31,2,39,78,Asia Pacific,completed
31263,705,123,2024-11-05,5,71,355,Latin America,completed
31264,2008,2,2024-05-16,5,563,2815,Latin America,completed
31265,4341,13,2023-02-22,5,1163,5815,Asia Pacific,shipped
31266,1911,23,2023-09-10,2,397,794,Europe,processing
31267,1155,123,2023-01-24,1,71,71,North America,completed
31268,1175,26,2023-02-09,1,1038,1038,North America,processing
31269,1276,25,2023-09-18,5,1293,6465,North America,shipped
31270,1198,27,2023-02-28,3,1969,5907,Latin America,returned
31271,3877,63,2024-07-28,4,170,680,North America,completed
31272,3559,165,2024-04-10,1,16,16,North America,completed
31273,4883,107,2023-03-18,4,124,496,North America,completed
31274,4755,80,2024-08-20,2,224,448,Asia Pacific,completed
31275,1430,111,2023-06-03,2,264,528,Latin America,completed
31276,4940,118,2023-11-22,5,237,1185,Latin America,completed
31277,1584,31,2024-01-25,3,1599,4797,Latin America,completed
31278,311,12,2023-06-19,4,1988,7952,North America,completed
31279,1553,39,2023-05-02,1,525,525,Asia Pacific,processing
31280,901,42,2023-09-11,3,129,387,Europe,completed
31281,4776,102,2024-03-22,4,187,748,Asia Pacific,shipped
31282,2150,188,2024-07-29,2,34,68,Europe,completed
31283,4671,167,2024-02-24,5,31,155,Latin America,shipped
31284,723,180,2024-05-30,4,15,60,Latin America,completed
31285,487,176,2024-04-06,4,9,36,Asia Pacific,completed
31286,2888,53,2023-11-20,4,107,428,North America,shipped
31287,502,49,2024-10-09,2,100,200,North America,processing
31288,10,54,2023-05-20,5,223,1115,Latin America,completed
31289,3890,86,2023-01-26,4,170,680,North America,completed
31290,3192,40,2023-10-25,1,1875,1875,Latin America,completed
31291,3933,119,2024-01-15,4,138,552,Latin America,completed
31292,45,171,2023-06-10,3,17,51,North America,completed
31293,4585,177,2024-01-21,5,35,175,Europe,completed
31294,3366,59,2024-08-18,4,296,1184,North America,shipped
31295,4347,190,2024-01-23,3,13,39,North America,returned
31296,653,26,2023-01-04,4,1038,4152,Asia Pacific,completed
31297,4113,69,2024-05-30,2,230,460,North America,returned
31298,1885,55,2024-05-29,4,115,460,North America,processing
31299,881,64,2024-06-05,5,59,295,Europe,processing
31300,2715,170,2024-05-16,4,34,136,Asia Pacific,shipped
31301,2461,116,2023-07-02,1,209,209,Asia Pacific,shipped
31302,1218,193,2024-10-03,2,37,74,Asia Pacific,completed
31303,4798,59,2024-02-06,5,296,1480,North America,completed
31304,835,190,2023-09-12,4,13,52,Asia Pacific,processing
31305,1466,83,2024-12-06,4,290,1160,North America,completed
31306,3337,92,2024-10-18,3,102,306,Asia Pacific,completed
31307,784,25,2023-08-28,4,1293,5172,North America,completed
31308,3463,96,2024-06-28,3,137,411,Asia Pacific,completed
31309,3577,171,2024-08-14,3,17,51,Latin America,returned
31310,4731,1,2024-11-06,4,50,200,Europe,returned
31311,328,110,2023-07-03,4,215,860,Latin America,completed
31312,47,185,2024-10-18,2,20,40,Latin America,completed
31313,4956,184,2024-06-27,4,40,160,Latin America,completed
31314,292,141,2023-03-22,1,50,50,Asia Pacific,completed
31315,3681,119,2023-02-01,3,138,414,North America,shipped
31316,2899,137,2024-12-11,2,248,496,Asia Pacific,completed
31317,469,98,2024-02-02,1,193,193,Europe,returned
31318,1673,33,2024-02-14,5,649,3245,Latin America,completed
31319,622,103,2024-11-03,4,167,668,Latin America,completed
31320,4189,70,2023-04-20,4,188,752,North America,processing
31321,4000,30,2023-01-01,1,961,961,Latin America,returned
31322,1104,104,2024-09-10,4,281,1124,Latin America,completed
31323,3807,71,2024-11-22,2,78,156,Latin America,processing
31324,1683,189,2024-11-17,3,23,69,North America,processing
31325,3143,102,2024-07-16,3,187,561,Asia Pacific,completed
31326,2350,95,2023-04-26,5,31,155,Asia Pacific,completed
31327,4902,148,2023-12-25,3,25,75,Latin America,processing
31328,4437,48,2023-11-29,3,51,153,North America,completed
31329,3217,66,2024-10-26,3,133,399,North America,completed
31330,2163,14,2023-07-16,4,721,2884,North America,returned
31331,3632,104,2023-06-24,1,281,281,North America,completed
31332,4232,49,2023-04-13,2,100,200,Asia Pacific,completed
31333,2565,41,2023-10-15,4,249,996,Asia Pacific,returned
31334,3756,159,2024-07-06,5,64,320,Latin America,shipped
31335,365,166,2024-09-26,2,28,56,Europe,processing
31336,2160,163,2023-01-24,3,16,48,North America,completed
31337,4334,32,2024-07-26,3,1137,3411,Europe,processing
31338,4087,16,2024-11-14,5,153,765,Latin America,completed
31339,4715,11,2024-02-10,5,505,2525,North America,returned
31340,2397,79,2024-05-21,1,276,276,North America,processing
31341,4973,71,2023-08-06,1,78,78,Asia Pacific,shipped
31342,4826,2,2024-04-08,1,563,563,North America,processing
31343,1625,52,2023-02-22,5,126,630,Europe,returned
31344,924,2,2024-07-21,2,563,1126,Asia Pacific,completed
31345,2052,86,2023-04-27,1,170,170,North America,shipped
31346,2336,30,2023-06-23,1,961,961,Europe,processing
31347,1640,180,2024-08-10,5,15,75,Asia Pacific,completed
31348,2343,27,2023-01-11,5,1969,9845,Latin America,completed
31349,1845,56,2024-06-03,2,263,526,Asia Pacific,shipped
31350,2552,69,2024-07-17,2,230,460,North America,processing
31351,3966,95,2023-11-16,1,31,31,Europe,completed
31352,3634,139,2024-07-24,1,91,91,Asia Pacific,shipped
31353,1845,117,2024-09-30,4,159,636,Asia Pacific,completed
31354,2241,164,2023-11-19,5,19,95,North America,completed
31355,4969,4,2023-11-12,5,551,2755,Europe,completed
31356,3952,93,2023-08-16,2,194,388,Latin America,completed
31357,3687,105,2023-07-08,2,90,180,Europe,completed
31358,4922,143,2023-09-22,5,17,85,Latin America,processing
31359,4604,137,2024-08-31,4,248,992,Asia Pacific,completed
31360,96,79,2024-09-20,1,276,276,Latin America,completed
31361,765,133,2023-03-06,1,245,245,Asia Pacific,completed
31362,1408,200,2023-11-16,5,39,195,Asia Pacific,returned
31363,2080,42,2024-08-05,1,129,129,Asia Pacific,processing
31364,3806,3,2023-11-27,5,1953,9765,Europe,processing
31365,4341,90,2024-05-22,5,292,1460,Europe,completed
31366,2533,126,2023-01-13,2,212,424,North America,completed
31367,913,48,2023-06-13,1,51,51,Europe,completed
31368,4684,102,2024-07-04,4,187,748,Europe,completed
31369,425,46,2024-09-01,2,96,192,Asia Pacific,processing
31370,3443,170,2023-02-02,3,34,102,North America,completed
31371,3102,48,2024-11-23,4,51,204,North America,returned
31372,4645,48,2024-12-07,1,51,51,North America,completed
31373,1353,162,2023-09-09,4,22,88,North America,completed
31374,2866,21,2024-05-28,1,1992,1992,Europe,completed
31375,2108,64,2024-12-12,5,59,295,Asia Pacific,completed
31376,4374,75,2023-02-23,4,146,584,Latin America,processing
31377,3563,98,2024-09-03,4,193,772,Europe,completed
31378,4895,11,2023-01-04,3,505,1515,North America,completed
31379,1358,127,2023-12-25,5,147,735,Europe,completed
31380,3957,56,2023-11-21,3,263,789,North America,completed
31381,694,96,2023-11-09,1,137,137,North America,completed
31382,3734,108,2023-03-30,4,125,500,Latin America,processing
31383,2045,121,2024-03-16,1,251,251,Asia Pacific,completed
31384,2592,132,2024-12-18,5,91,455,Latin America,returned
31385,996,55,2023-07-25,3,115,345,Asia Pacific,completed
31386,654,149,2023-09-23,4,156,624,Latin America,completed
31387,3089,123,2023-07-09,5,71,355,Latin America,completed
31388,806,146,2024-10-21,3,34,102,North America,completed
31389,4830,92,2023-09-06,2,102,204,Latin America,shipped
31390,3331,12,2023-10-13,5,1988,9940,North America,completed
31391,901,26,2023-03-20,3,1038,3114,Asia Pacific,completed
31392,2142,186,2023-08-25,1,15,15,Asia Pacific,completed
31393,2998,43,2024-08-10,3,127,381,Asia Pacific,completed
31394,2956,62,2024-12-25,5,52,260,Europe,completed
31395,402,131,2024-08-11,5,268,1340,Asia Pacific,returned
31396,2256,196,2023-11-19,5,31,155,Europe,processing
31397,243,3,2023-06-18,2,1953,3906,Asia Pacific,completed
31398,3402,178,2023-09-04,3,15,45,Europe,completed
31399,3089,47,2024-06-05,1,204,204,Latin America,completed
31400,3785,6,2024-06-23,2,532,1064,Europe,returned
31401,3764,28,2024-07-23,1,567,567,Europe,completed
31402,1115,119,2024-06-28,4,138,552,North America,completed
31403,322,107,2024-07-16,2,124,248,Europe,completed
31404,768,73,2024-10-02,3,195,585,Latin America,shipped
31405,3972,24,2023-11-04,3,240,720,Asia Pacific,processing
31406,4463,185,2023-07-02,2,20,40,Latin America,completed
31407,2216,75,2023-09-27,3,146,438,North America,completed
31408,1233,105,2023-03-10,4,90,360,North America,processing
31409,2731,14,2024-08-09,5,721,3605,Asia Pacific,completed
31410,4522,64,2024-10-14,1,59,59,Asia Pacific,completed
31411,430,144,2023-04-06,2,91,182,Latin America,completed
31412,1543,34,2024-04-17,3,921,2763,Europe,processing
31413,1399,14,2024-11-08,4,721,2884,Latin America,completed
31414,622,95,2024-06-12,1,31,31,Asia Pacific,shipped
31415,3276,2,2023-07-19,4,563,2252,North America,returned
31416,3686,71,2024-06-12,1,78,78,North America,completed
31417,1659,156,2024-05-29,3,294,882,North America,processing
31418,3945,196,2024-07-13,4,31,124,Asia Pacific,completed
31419,1692,192,2024-06-04,2,10,20,Latin America,completed
31420,2304,152,2024-05-05,1,34,34,Asia Pacific,processing
31421,3391,168,2024-12-03,2,30,60,North America,processing
31422,2757,14,2024-04-04,2,721,1442,Latin America,completed
31423,484,183,2024-12-15,5,44,220,Latin America,returned
31424,2636,31,2024-12-10,3,1599,4797,Europe,processing
31425,257,111,2024-09-24,4,264,1056,Asia Pacific,processing
31426,2357,70,2024-03-03,4,188,752,Europe,completed
31427,58,50,2023-07-28,4,222,888,Europe,processing
31428,1165,137,2024-02-21,3,248,744,North America,returned
31429,1230,6,2024-08-07,2,532,1064,North America,completed
31430,3264,77,2024-10-29,1,124,124,Asia Pacific,completed
31431,285,91,2024-07-10,1,298,298,Latin America,completed
31432,382,10,2024-05-16,1,956,956,Latin America,completed
31433,1335,162,2024-02-19,3,22,66,Europe,completed
31434,2406,123,2023-01-03,5,71,355,Asia Pacific,completed
31435,4117,81,2024-03-12,5,21,105,Europe,completed
31436,3714,79,2024-08-18,1,276,276,Europe,completed
31437,636,133,2023-11-11,3,245,735,Asia Pacific,completed
31438,2621,8,2023-12-31,3,1697,5091,North America,completed
31439,1252,117,2023-07-10,4,159,636,Latin America,completed
31440,3160,182,2023-10-27,5,26,130,Asia Pacific,completed
31441,3962,71,2024-11-03,4,78,312,Europe,processing
31442,3605,112,2024-01-27,1,234,234,North America,completed
31443,1154,29,2023-09-02,5,959,4795,North America,completed
31444,4287,29,2024-04-28,4,959,3836,Europe,completed
31445,1638,127,2024-02-06,4,147,588,Asia Pacific,completed
31446,4744,130,2023-04-22,4,116,464,North America,returned
31447,2192,12,2023-09-22,1,1988,1988,Latin America,completed
31448,31,114,2024-03-07,5,205,1025,North America,completed
31449,800,96,2024-08-18,1,137,137,Latin America,completed
31450,1602,123,2024-03-25,5,71,355,Latin America,processing
31451,4937,99,2023-07-18,2,246,492,Latin America,completed
31452,4693,110,2023-10-21,5,215,1075,Europe,returned
31453,3668,59,2023-04-17,1,296,296,North America,completed
31454,2945,20,2023-01-15,1,1418,1418,Asia Pacific,completed
31455,549,101,2023-04-30,2,84,168,Asia Pacific,returned
31456,1441,20,2024-09-08,5,1418,7090,Asia Pacific,completed
